Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
FS.AST.DOMS.GD.ZS,CC BY-4.0,Domestic credit provided by financial sector (% of GDP),"Domestic credit provided by the financial sector includes all credit to various sectors on a gross basis, with the exception of credit to the central government, which is net. The financial sector includes monetary authorities and deposit money banks, as well as other financial corporations where data are available (including corporations that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds, and foreign exchange companies. This indicator is expressed as a percentage of Gross Domestic Product (GDP) which is the total income earned through the production of goods and services in an economic territory during an accounting period.","International Financial Statistics database, International Monetary Fund (IMF);
World Development Indicators Database, World Bank (WB);
National Accounts data files, Organisation for Economic Co-operation and Development (OECD)",Financial Sector: Assets,WB_WDI,%,Annual,1960-2024,Weighted average,"Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.","In a few countries governments may hold international reserves as deposits in the banking system rather than in the central bank. Since claims on the central government are a net item (claims on the central government minus central government deposits), the figure may be negative, resulting in a negative figure for domestic credit provided by the banking sector.",,,https://datacatalog.worldbank.org/public-licenses#cc-by
GC.TAX.TOTL.GD.ZS,CC BY-4.0,Tax revenue (% of GDP),"Taxes are compulsory, unrequited payments, in cash or in kind, made by institutional


units to government units. This indicator is expressed as a percentage of Gross Domestic Product (GDP) which is the total income earned through the production of goods and services in an economic territory during an accounting period.","Government Finance Statistics Yearbook and data files, International Monetary Fund (IMF)",Public Sector: Government finance: Revenue,WB_WDI,%,Annual,1972-2024,Weighted average,"Methodology: Government Finance statistics are compiled in accordance with international standards: Government Finance Statistics Manual, 2014 or 2001 editions. Specific information on how countries compile their Government Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): Government Financial Statistics are compiled within a conceptual and reporting framework suitable for analyzing and evaluating fiscal policy, especially the performance of the general government sector and the broader public sector of any economy.","This indicator is related to Government finance statistics. Government finance statistics provide a detailed snapshot of a government's fiscal operations and health. They encompass data on revenue, expenditures, deficits, and debt levels, which are essential for crafting fiscal policy, budget planning, and economic forecasting. These statistics help policymakers manage public finances effectively, make informed decisions on taxation and spending, and set priorities for resource allocation. For investors, analysts, and the international community, government finance statistics serve as key indicators of a country's economic stability and creditworthiness. They also play a crucial role in ensuring transparency and accountability, as they allow citizens and oversight bodies to track how public funds are managed and spent, fostering democratic engagement and governance. More specifically, this indicator is related to the revenue side of government finance statistics. The revenue side of government finance statistics provides insight into the government's income streams, which include taxes, fees, fines, and revenues from state-owned entities. This data is crucial for evaluating the government's financial capabilities to fund public services and infrastructure projects. It also helps determining the sustainability and effectiveness of fiscal policies. By examining revenue trends, policymakers can make informed decisions on tax reforms, budget allocations, and debt management. For the public and investors, understanding government revenue is important for gauging the country's economic health and the government's ability to honor its financial commitments, which can affect economic stability and confidence in the market.","For most countries central government finance data have been consolidated into one account, but for others only budgetary central government accounts are available. Countries reporting budgetary data are noted in the country metadata. Because budgetary accounts may not include all central government units (such as social security funds), they usually provide an incomplete picture. In federal states the central government accounts provide an incomplete view of total public finance.





Data on government revenue and expense are collected by the IMF through questionnaires to member countries and by the Organisation for Economic Co-operation and Development (OECD). Despite IMF efforts to standardize data collection, statistics are often incomplete, untimely, and not comparable across countries.",,,https://datacatalog.worldbank.org/public-licenses#cc-by
MS.MIL.XPND.GD.ZS,CC BY-4.0,Military expenditure (% of GDP),Military expenditure by country as percentage of gross domestic product,"SIPRI Military Expenditure Database, Stockholm International Peace Research Institute (SIPRI), uri: https://www.sipri.org/databases",Public Sector: Defense & arms trade,WB_WDI,% of GDP,Annual,1960-2024,Weighted average,"Methodology: Military expenditure data is collected from primary and secondary sources. Primary sources include official government publications such as national budgets, defense white papers, financial statistics, and responses to questionnaires from SIPRI, the UN, or the OSCE, as well as expert analyses of government budgets. Secondary sources draw on these primary materials and include international datasets produced by organizations like NATO and the IMF, as well as reference works such as the German Statistisches Jahrbuch, the Europa Yearbook, and Economist Intelligence Unit country reports. Other secondary sources are journals and newspapers. Historically, especially before 1988, secondary sources (notably IMF and UN statistics) were used more heavily due to limited availability of official national data. In recent years, the availability of primary government data has increased significantly.

SIPRI uses government-reported military expenditure data as the baseline and only produces its own estimates when official data are incomplete or inconsistent across years. Estimates are created through detailed budget analysis or by merging overlapping data sources, giving priority to those that best fit SIPRI’s definition, are up-to-date, and provide continuous time series. Older pre-1988 data often required combining secondary sources like IMF GFS and UNSY, which differ in definitions (e.g., excluding military pensions).  SIPRI avoids making assumptions and does not estimate spending for countries lacking any official data. In SIPRI’s database, estimated values appear in blue, while figures considered uncertain, because of weak sources or volatile conditions, appear in red. For recent years, budget projections and deflator-based adjustments are common but flagged only when uncertainty is unusually high.

SIPRI presents military expenditure data on a calendar-year basis (except for the U.S., which uses financial years) and converts figures to constant prices using national consumer price indices to reflect opportunity costs. Local-currency data are converted to US dollars using average market exchange rates. 

Military spending as a share of GDP (“military burden”) is calculated using nominal local-currency values for both military expenditure and GDP. SIPRI also provides military spending as a share of total government expenditure, where IMF data permit. 

For additional information, please refer to the SIPRI website: https://www.sipri.org/databases/milex 
Refer to Other notes for the Statistical Concept(s).","Although national defense is an important function of government and security from external threats that contributes to economic development, high military expenditures for defense or civil conflicts burden the economy and may impede growth. Data on military expenditures as a share of gross domestic product (GDP) are a rough indicator of the portion of national resources used for military activities and of the burden on the economy.

As an "input" measure military expenditures are not directly related to the "output" of military activities, capabilities, or security. Comparisons of military spending among countries should take into account the many factors that influence perceptions of vulnerability and risk, including historical and cultural traditions, the length of borders that need defending, the quality of relations with neighbors, and the role of the armed forces in the body politic.

Comparisons of military spending among countries should take into account the many factors that influence perceptions of vulnerability and risk, including historical and cultural traditions, the length of borders that need defending, the quality of relations with neighbors, and the role of the armed forces in the body politic.","SIPRI strives to compile reliable, consistent military expenditure data by assessing multiple sources, but accuracy depends on the quality and transparency of those sources. Challenges arise from two key issues: whether reported figures reflect actual spending and how closely they match SIPRI’s definition. While data is generally accurate in developed and many developing countries, weak governance, corruption, and secret transfers in others can lead to major discrepancies. SIPRI sometimes makes estimates, when sources conflict or lack coverage, introducing uncertainty, especially for countries like China or the UAE. Definitions also vary: official defense budgets may omit pensions, paramilitary forces, or extra- and off-budget spending such as resource funds or military commercial activities, which can be substantial but often untraceable, particularly in Africa, the Middle East, and parts of Asia. SIPRI notes these gaps in footnotes, but where figures cannot be obtained, estimates remain incomplete, limiting comparability across countries.",,"Statistical concept(s): Although the lack of sufficiently detailed data makes it difficult to apply a common definition of military expenditure on a worldwide basis, SIPRI has adopted a definition as a guideline. Where possible, SIPRI military expenditure data include all current and capital expenditure on: (a) the armed forces, including peacekeeping forces; (b) defense ministries and other government agencies engaged in defense projects; (c) paramilitary forces, when judged to be trained and equipped for military operations; and (d) military space activities.

This should include expenditure on: (i) personnel, including: salaries of military and civil personnel; b. retirement pensions of military personnel, and; social services for personnel; (ii) operations and maintenance; (iii) procurement; (iv) military research and development; (v) military infrastructure spending, including military bases; and (vi) military aid (in the military expenditure of the donor country). 

SIPRI’s estimate of military aid includes financial contributions, training and operational costs, replacement costs of the military equipment stocks donated to recipients and payments to procure additional military equipment for the recipient. However, it does not include the estimated value of military equipment stocks donated.

Civil defense and spending related to past military activities—like veterans’ benefits or demobilization—are excluded. Because many countries do not publish data detailed enough to perfectly match SIPRI’s definition, SIPRI often relies on national figures and prioritizes internal consistency over time rather than strict cross-country uniformity. As a result, SIPRI data are most reliable for analyzing trends rather than precise comparisons between countries, and users should consult footnotes for known deviations from the definition.",https://datacatalog.worldbank.org/public-licenses#cc-by
IT.CEL.SETS.P2,CC BY-4.0,Mobile cellular subscriptions (per 100 people),"Mobile cellular telephone subscriptions are subscriptions to a public mobile telephone service that provide access to the PSTN using cellular technology. The indicator includes (and is split into) the number of postpaid subscriptions, and the number of active prepaid accounts (i.e. that have been used during the last three months). The indicator applies to all mobile cellular subscriptions that offer voice communications. It excludes subscriptions via data cards or USB modems, subscriptions to public mobile data services, private trunked mobile radio, telepoint, radio paging and telemetry services.","World Telecommunication/ICT Indicators Database, International Telecommunication Union (ITU)",Infrastructure: Communications,WB_WDI,number of subscriptions*100/population,Annual,1960-2024,Weighted average,"Methodology: Refers to the subscriptions to a public mobile telephone service and provides access to Public Switched Telephone Network (PSTN) using cellular technology, including number of pre-paid SIM cards active during the past three months. This includes both analogue and digital cellular systems (IMT-2000 (Third Generation, 3G) and 4G subscriptions, but excludes mobile broadband subscriptions via data cards or USB modems. Subscriptions to public mobile data services, private trunked mobile radio, telepoint or radio paging, and telemetry services should also be excluded. This should include all mobile cellular subscriptions that offer voice communications.

Data on mobile cellular subscribers are derived using administrative data that countries (usually the regulatory telecommunication authority or the Ministry in charge of telecommunications) regularly, and at least annually, collect from telecommunications operators.

Data for this indicator are readily available for approximately 90 percent of countries, either through ITU's World Telecommunication Indicators questionnaires or from official information available on the Ministry or Regulator's website. For the rest, information can be aggregated through operators' data (mainly through annual reports) and complemented by market research reports.

Mobile cellular subscriptions (per 100 people) indicator is derived by all mobile subscriptions divided by the country's population and multiplied by 100. For additional/latest information on sources and country notes, please also refer to: https://www.itu.int/en/ITU-D/Statistics/Pages/stat/default.aspx
Statistical concept(s): Data can be collected from all licensed mobile-cellular operators in the country, and then aggregated at the country level. If retail mobile-cellular services are also provided by nonfacilities-based operators (i.e., mobile virtual network operators), care should be taken to avoid double counting. One difficulty that may arise is that operators may have different definitions of ‘active’ and therefore may not be able to provide the data according to the recommended definition (i.e., used in the last three months). This indicator can be divided by the population and multiplied by 100 to obtain mobile cellular subscriptions per 100 people.","The quality of an economy's infrastructure, including power and communications, is an important element in investment decisions for both domestic and foreign investors. Government effort alone is not enough to meet the need for investments in modern infrastructure; public-private partnerships, especially those involving local providers and financiers, are critical for lowering costs and delivering value for money. In telecommunications, competition in the marketplace, along with sound regulation, is lowering costs, improving quality, and easing access to services around the globe.

Access to telecommunication services rose on an unprecedented scale over the past two decades. This growth was driven primarily by wireless technologies and liberalization of telecommunications markets, which have enabled faster and less costly network rollout. The International Telecommunication Union (ITU) estimates that there were about 6 billion mobile subscriptions globally in the early 2010s. No technology has ever spread faster around the world. Mobile communications have a particularly important impact in rural areas. The mobility, ease of use, flexible deployment, and relatively low and declining rollout costs of wireless technologies enable them to reach rural populations with low levels of income and literacy. The next billion mobile subscribers will consist mainly of the rural poor. Access is the key to delivering telecommunications services to people. If the service is not affordable to most people, goals of universal usage will not be met.

Mobile cellular telephone subscriptions are subscriptions to a public mobile telephone service using cellular technology, which provide access to the public switched telephone network (PSTN) using cellular technology. It includes postpaid and prepaid subscriptions and includes analogue and digital cellular systems.

Over the past decade new financing and technology, along with privatization and market liberalization, have spurred dramatic growth in telecommunications in many countries. With the rapid development of mobile telephony and the global expansion of the Internet, information and communication technologies are increasingly recognized as essential tools of development, contributing to global integration and enhancing public sector effectiveness, efficiency, and transparency.","Operators have traditionally been the main source of telecommunications data, so information on subscriptions has been widely available for most countries. This gives a general idea of access, but a more precise measure is the penetration rate - the share of households with access to telecommunications. During the past few years more information on information and communication technology use has become available from household and business surveys. Also important are data on actual use of telecommunications services. Ideally, statistics on telecommunications (and other information and communications technologies) should be compiled for all three measures: subscriptions, access, and use. The quality of data varies among reporting countries as a result of differences in regulations covering data provision and availability.

Discrepancies between global and national figures may arise when countries use a different definition than the one used by ITU. For example, some countries do not include the number of ISDN channels when calculating the number of fixed telephone lines. Discrepancies may also arise in cases where the end of a fiscal year differs from that used by ITU, which is the end of December of every year. A number of countries have fiscal years that end in March or June of every year. Data are usually not adjusted but discrepancies in the definition, reference year or the break in comparability in between years are noted in a data note. For this reason, data are not always strictly comparable. Missing values are estimated by ITU.

Mobile subscriptions include both analogue and digital cellular systems (IMT-2000 (Third Generation, 3G) and 4G subscriptions, but excludes mobile broadband subscriptions via data cards or USB modems. Subscriptions to public mobile data services, private trunked mobile radio, telepoint or radio paging, and telemetry services are also excluded, but all mobile cellular subscriptions that offer voice communications are included. Both postpaid and prepaid subscriptions are included.",,Please cite the International Telecommunication Union for third-party use of these data.,https://datacatalog.worldbank.org/public-licenses#cc-by
TX.VAL.TECH.MF.ZS,CC BY-4.0,High-technology exports (% of manufactured exports),"High-technology exports are products with high R&D intensity, such as in aerospace, computers, pharmaceuticals, scientific instruments, and electrical machinery.","Comtrade database, United Nations (UN), uri: comtrade.un.org, publisher: UN Statistics Division;
World Integrated Trade Solution system (WITS), World Bank (WB), uri: https://wits.worldbank.org/",Infrastructure: Technology,WB_WDI,% of GDP,Annual,2007-2024,Weighted average,"Methodology: Data for high-technology exports are sourced from the United Nations Comtrade database and accessed through the World Integrated Trade Solution (WITS) platform. Export values are calculated as gross exports minus re-exports, using country-reported trade statistics. The methodology aggregates the value of exports for all products classified as high-technology according to SITC Rev.4 codes, as defined by Eurostat and the OECD. Periodic updates to product codes and conversion tables (e.g., from HS to SITC) are incorporated to maintain consistency and address data gaps. The indicator is published annually, and methodological adjustments—such as the inclusion of additional product codes to correct for conversion issues—are documented in the metadata to ensure transparency and comparability over time.
Statistical concept(s): High technology products are defined according to SITC Rev.4 as the sum of the following products: Aerospace, Computers-office machines, Electronics-telecommunications, Pharmacy, Scientific instruments, Electrical machinery, Chemistry, Non-electrical machinery, Armament. The following product codes are used: Aerospace: (714 – 71489 -71499)+7921+7922+7924+7925+79291+79293+87411; Computers-office machines: 75194+75195+752+75997; Electronics-communication: 76331+7638+(764-76493-76499)+7722+77261+77318+77625+77627+7763+7764+7768+89844+89846; Pharmacy: 5413+5415+5416+5421+5422; Scientific instruments: 774+871+87211+(874-87411-8742)+88111+88121+88411+88419+(8996-89965-89969); Electrical machinery: (7786-77861-777866-77869)+7787+77884; Chemistry: 52222+52223+52229+52269+525+531+57433+591; Non-electrical machinery: 71489+71499+7187+72847+7311+73131+73135+73142+73144+73151+73153+73161+73163+73165+73312+73314+73316+7359+73733+73735; Armament: 891
The list can also be accessed on the Eurostat website. This list, based on the OECD definition, contains technical products of which the manufacturing involved a high intensity of R&D. The original high-tech products classification is based on SITC Rev. 3 and is taken from Table 4 of Annex 2 of the 1997 working paper of Thomas Hatzichronouglou, OECD. In September 2019 the definition in the World Development Indicators database was updated to SITC Rev.4 from SITC Rev. 3.  The data are in current U.S. dollars and are sourced from the UN's Comtrade database.

Note: The definition of high technology exports in WDI was modified as of October 2024. Specifically the list of SITC Rev.4 high technology product codes now includes product code 776 in its entirety and that all data in its sub-categories is incorporated. This means that products codes 776.11, 776.12, 776.21, 776.23, 776.29 have been added to the high-tech list of products, which does not comply with OECD’s 2008 definition of high-tech.

This change was implemented to address the problem of missing data which occurs during the data conversion process from HS2022 to SITC4. This happens if a country submits export data in the HS2022 coding system and is no longer in HS2017. Specifically, the HS2022-to-SITC4 conversion table (downloaded from COMTRADE) does not break down product code 776.4+ into sub-categories, and the export data of these sub-categories has been subsumed into 776. Since there is no break down for 776.4+, extracting data from the SITC4 dataset in the COMTRADE database will yield zero value for SITC4 codes 776.4, 776.42, 776.44, 776.46, and 776.49 as defined in the OECD high-tech definition. Hence, when calculating high-tech export values using the forward method of summing up data from these five SITC4 codes will result in missing data caused by the conversion process. This can result in a significant year-on-year decline in high-tech export values for affected countries.","High-technology exports represent the value of products with high research and development (R&D) intensity, such as aerospace, computers, pharmaceuticals, scientific instruments, and advanced machinery, exported by a country in a given year. High-tech exports are defined according to a standard classification (based on SITC Rev.4, using a product-level approach originally developed by OECD in collaboration with Eurostat), which aggregates product codes associated with high R&D intensity.

From a development perspective, tracking high-technology exports reveals structural shifts in an economy: a rising volume of such exports may signal successful technology transfer, increasing domestic capacity for innovation, and greater economic sophistication. It provides empirical evidence of movement toward higher value-added production, which is often associated with stronger productivity growth, better jobs, improved trade balances, and long-term competitiveness. 

Moreover, by benchmarking across countries, the indicator helps policymakers and researchers assess how well an economy is diversifying away from resource- or low-technology-based exports and embedding itself in segments of global trade characterized by rapid innovation and technological change. Tracking high-technology exports also helps policymakers identify strengths and gaps in national innovation systems, benchmark progress against peers, and design targeted interventions to foster knowledge-intensive industries and diversify export portfolios.","The indicator is based on data reported by countries to COMTRADE. The export values presented in the World Development Indicators represent Gross Exports less Re-Exports. The values may be impacted in cases of reporting errors or missing data, for example if countries do not report Re-Exports for one or more periods.",,,https://datacatalog.worldbank.org/public-licenses#cc-by
TG.VAL.TOTL.GD.ZS,CC BY-4.0,Merchandise trade (% of GDP),"General merchandise trade includes goods whose economic ownership is changed between a resident and a non-resident and that are not included in the following specific categories: goods under merchanting, non-monetary gold, and parts of travel, construction, and government goods and services n.i.e. It is the total of merchandise exports plus merchandise imports. This indicator is expressed as a percentage of Gross Domestic Product (GDP) which is the total income earned through the production of goods and services in an economic territory during an accounting period.","World Trade Organization (WTO);
World Bank GDP estimates, World Bank (WB);
World Development Indicators, World Bank (WB)",Private Sector & Trade: Total merchandise trade,WB_WDI,%,Annual,1960-2024,Weighted average,"Methodology: International merchandise trade statistics are compiled in accordance with international standards: International Merchandise Trade statistics – Concepts and Definitions 2010. Specific information on how countries compile their merchandise trade statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual basis for international merchandise trade statistics covers a specialized multipurpose domain of official statistics concerned with the provision of data on the movements of goods between countries and areas. Trade statistics are compiled to serve the needs of many users, including Governments; the business community; compilers of other economic statistics, such as balance of payments and national accounts; various regional, supranational and international organizations; researchers; and the public at large. Different users need different data, ranging from data sets by country and commodity at varying levels of detail to aggregated figures.","This indicator is related to the trade statistics, which are essential for gauging a country's economic performance, particularly through the lens of its trade balance, which is the net of exports against imports. These statistics inform government trade policy, trade agreement negotiations, and decisions on tariffs and other trade barriers. For businesses, this information is crucial for strategic decisions about export and import locations, market entry, and product pricing. By enabling comparisons between nations, trade data sheds light on competitive strengths and the movement of goods and services internationally. It's also key for monitoring trade trends, including the rise of new markets or shifts in commodity demand, and for identifying both opportunities for growth and potential economic risks. Trade volumes and values are important economic indicators, offering insights into the economic health of a nation and affecting investment decisions and forecasts. Overall, trade statistics play a central role in understanding the complexities of global trade and in guiding both macroeconomic policy and microeconomic business decisions.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by
TT.PRI.MRCH.XD.WD,CC BY-4.0,Net barter terms of trade index (2015 = 100),"Net barter terms of trade index is calculated as the percentage ratio of the export unit value indexes to the import unit value indexes, measured relative to the base year 2015.",UN Conference on Trade and Development (UNCTAD),Trade,WB_WDI,,Annual,1980-2023,,"Methodology: The Net Barter Terms of Trade Index (base year 2015 = 100) is calculated as the ratio of an export price index to an import price index, multiplied by 100. This index measures the rate at which a country can exchange its exports for imports. A value greater than 100 means the terms of trade have improved relative to the base year, allowing the country to obtain more imports for a given level of exports. Conversely, a value below 100 indicates that the terms have worsened.

Export and import price indexes are derived from unit value data or sampled transaction-level data, depending on country-specific reporting practices. The price indexes may be computed using fixed or chain-weighted methods. To ensure temporal comparability, the export and import series are indexed to a common base year (2015 = 100).

The terms of trade index is sensitive to fluctuations in global commodity prices, exchange rate movements, and changes in trade composition. It is used to assess trade gains or losses, especially for countries reliant on exports of primary commodities. Although it does not capture changes in volumes traded, it provides insight into the relative value received for exports. Policymakers and researchers may use this indicator to monitor competitiveness and evaluate exposure to external shocks.",,,,,https://datacatalog.worldbank.org/public-licenses#cc-by
DT.DOD.DECT.CD,CC BY-4.0,"External debt stocks, total (DOD, current US$)","Total external debt is debt owed to nonresidents repayable in currency, goods, or services. Total external debt is the sum of public, publicly guaranteed, and private nonguaranteed long-term debt, use of IMF credit, and short-term debt. Short-term debt includes all debt having an original maturity of one year or less and interest in arrears on long-term debt. Data are in current U.S. dollars.","International Debt Statistics, World Bank (WB)",Economic Policy & Debt: External debt: Debt outstanding,WB_WDI,current US$,Annual,1970-2024,Sum,"Methodology: Data on external debt are gathered through the World Bank's Debtor Reporting System (DRS). Long term debt data are compiled using the countries report on public and publicly guaranteed borrowing on a loan-by-loan basis and private non guaranteed borrowing on an aggregate basis. These data are supplemented by information from major multilateral banks and official lending agencies in major creditor countries. Short-term debt data are gathered from the Quarterly External Debt Statistics (QEDS) database, jointly developed by the World Bank and the IMF and from creditors through the reporting systems of the Bank for International Settlements. Debt data are reported in the currency of repayment and compiled and published in U.S. dollars. End-of-period exchange rates are used for the compilation of stock figures (amount of debt outstanding), and projected debt service and annual average exchange rates are used for the flows. Exchange rates are taken from the IMF's International Financial Statistics. Debt repayable in multiple currencies, goods, or services and debt with a provision for maintenance of the value of the currency of repayment are shown at book value.
Statistical concept(s): Disbursed and outstanding debt definition (??)
Debt stock definition (??)","External indebtedness affects a country's creditworthiness and investor perceptions. Nonreporting countries might have outstanding debt with the World Bank, other international financial institutions, or private creditors. Total debt service is contrasted with countries' ability to obtain foreign exchange through exports of goods, services, primary income, and workers' remittances.

Debt ratios are used to assess the sustainability of a country's debt service obligations, but no absolute rules determine what values are too high. Empirical analysis of developing countries' experience and debt service performance shows that debt service difficulties become increasingly likely when the present value of debt reaches 200 percent of exports. Still, what constitutes a sustainable debt burden varies by country. Countries with fast-growing economies and exports are likely to be able to sustain higher debt levels.",,,,https://datacatalog.worldbank.org/public-licenses#cc-by
DT.TDS.DECT.EX.ZS,CC BY-4.0,"Total debt service (% of exports of goods, services and primary income)","Total debt service to exports of goods, services and primary income. Total debt service is the sum of principal repayments and interest actually paid in currency, goods, or services on long-term debt, interest paid on short-term debt, and repayments (repurchases and charges) to the IMF.","International Debt Statistics, World Bank (WB)",Economic Policy & Debt: External debt: Debt ratios & other items,WB_WDI,,Annual,1970-2024,Weighted average,"Methodology: Data on external debt are gathered through the World Bank's Debtor Reporting System (DRS). Long term debt data are compiled using the countries report on public and publicly guaranteed borrowing on a loan-by-loan basis and private non guaranteed borrowing on an aggregate basis. These data are supplemented by information from major multilateral banks and official lending agencies in major creditor countries. Short-term debt data are gathered from the Quarterly External Debt Statistics (QEDS) database, jointly developed by the World Bank and the IMF and from creditors through the reporting systems of the Bank for International Settlements. Debt data are reported in the currency of repayment and compiled and published in U.S. dollars. End-of-period exchange rates are used for the compilation of stock figures (amount of debt outstanding), and projected debt service and annual average exchange rates are used for the flows. Exchange rates are taken from the IMF's International Financial Statistics. Debt repayable in multiple currencies, goods, or services and debt with a provision for maintenance of the value of the currency of repayment are shown at book value.","External debt is that part of the total debt in a country that is owed to creditors outside the country. The debtors can be the government, corporations or private households. The debt includes money owed to private commercial banks, other governments, or international financial institutions.

External indebtedness affects a country's creditworthiness and investor perceptions. Nonreporting countries might have outstanding debt with the World Bank, other international financial institutions, or private creditors. Total debt service is contrasted with countries' ability to obtain foreign exchange through exports of goods, services, primary income, and workers' remittances.

Debt ratios are used to assess the sustainability of a country's debt service obligations, but no absolute rules determine what values are too high. Empirical analysis of developing countries' experience and debt service performance shows that debt service difficulties become increasingly likely when the present value of debt reaches 200 percent of exports. Still, what constitutes a sustainable debt burden varies by country. Countries with fast-growing economies and exports are likely to be able to sustain higher debt levels. Various indicators determine a sustainable level of external debt, including:

a) debt to GDP ratio
b) foreign debt to exports ratio
c) government debt to current fiscal revenue ratio 
d) share of foreign debt
e) short-term debt
f) concessional debt in the total debt stock",,,The denominator for this indicator in previous versions of Global Development Finance included workers' remittances. Workers' remittances are no longer included.,https://datacatalog.worldbank.org/public-licenses#cc-by
SM.POP.NETM,CC BY-4.0,Net migration,"Net migration is the net total of migrants during the period, that is, the number of immigrants minus the number of emigrants, including both citizens and noncitizens.","World Population Prospects, United Nations (UN), publisher: UN Population Division",Social Protection & Labor: Migration,WB_WDI,Unit,Annual,1960-2024,Sum,"Methodology: When there is insufficient data, net migration is derived through the difference between the overall population growth rate and the rate of natural increase (the difference between the birth rate and the death rate) during the same period. Such calculations are usually made for intercensal periods. The estimates are also derived from the data on foreign-born population - people who have residence in one country but were born in another country. When data on the foreign-born population are not available, data on foreign population - that is, people who are citizens of a country other than the country in which they reside - are used as estimates.
Statistical concept(s): The United Nations Population Division provides data on net migration and migrant stock. Because data on migrant stock is difficult for countries to collect, the United Nations Population Division takes into account the past migration history of a country or area, the migration policy of a country, and the influx of refugees in recent periods when deriving estimates of net migration. The data to calculate these estimates come from a variety of sources, including border statistics, administrative records, surveys, and censuses.","Movement of people, most often through migration, is a significant part of global integration. Migrants contribute to the economies of both their host country and their country of origin. Yet reliable statistics on migration are difficult to collect and are often incomplete, making international comparisons a challenge.



Global migration patterns have become increasingly complex in modern times, involving not just refugees, but also millions of economic migrants. In most developed countries, refugees are admitted for resettlement and are routinely included in population counts by censuses or population registers.



But refugees and migrants, even if they often travel in the same way, are fundamentally different, and for that reason are treated very differently under modern international law. Migrants, especially economic migrants, choose to move in order to improve the future prospects of themselves and their families. Refugees have to move if they are to save their lives or preserve their freedom.","International migration is the component of population change most difficult to measure and estimate reliably. Thus, the quality and quantity of the data used in the estimation and projection of net migration varies considerably by country. Furthermore, the movement of people across international boundaries, which is very often a response to changing socio-economic, political and environmental forces, is subject to a great deal of volatility. Refugee movements, for instance, may involve large numbers of people moving across boundaries in a short time. For these reasons, projections of future international migration levels are the least robust part of current population projections and reflect mainly a continuation of recent levels and trends in net migration.",,,https://datacatalog.worldbank.org/public-licenses#cc-by
BX.TRF.PWKR.CD.DT,CC BY-4.0,"Personal remittances, received (current US$)","Personal remittances comprise personal transfers and compensation of employees. Personal transfers consist of all current transfers in cash or in kind made or received by resident households to or from nonresident households. Personal transfers thus include all current transfers between resident and nonresident individuals. Compensation of employees refers to the income of border, seasonal, and other short-term workers who are employed in an economy where they are not resident and of residents employed by nonresident entities. Data are the sum of two items defined in the sixth edition of the IMF's Balance of Payments Manual: personal transfers and compensation of employees. Data are in current U.S. dollars.",World Bank staff estimates based on IMF balance of payments data.,Economic Policy & Debt: Balance of payments: Current account: Transfers,,,Annual,1970-2024,Sum,"The two main components of personal remittances, "personal transfers" and "compensation of employees", are items in the balance of payments (BPM6) framework. Both of these standard components are recorded in the current account. 
"Personal transfers", a new item in the Balance of Payments (BPM6) represents a broader definition of worker remittances. Personal transfers include all current transfers in cash or in kind between resident and nonresident individuals, independent of the source of income of the sender (irrespective of whether the sender receives income from labor, entrepreneurial or property income, social benefits, and any other types of transfers; or disposes assets) and the relationship between the households (irrespective of whether they are related or unrelated individuals).

